OMRÅDE;ALDER;CIVILSTAND;TID;INDHOLD
Brønderslev;62 år;Fraskilt;2022K1;73
Brønderslev;62 år;Gift/separeret;2022K1;313
Brønderslev;62 år;Ugift;2022K1;74
Brønderslev;63 år;Fraskilt;2022K1;69
Brønderslev;63 år;Gift/separeret;2022K1;304
Brønderslev;63 år;Ugift;2022K1;59
Brønderslev;64 år;Fraskilt;2022K1;59
Brønderslev;64 år;Gift/separeret;2022K1;296
Brønderslev;64 år;Ugift;2022K1;62
Brønderslev;65 år;Fraskilt;2022K1;55
Brønderslev;65 år;Gift/separeret;2022K1;291
Brønderslev;65 år;Ugift;2022K1;73
Brønderslev;66 år;Fraskilt;2022K1;72
Brønderslev;66 år;Gift/separeret;2022K1;298
Brønderslev;66 år;Ugift;2022K1;43
Brønderslev;67 år;Fraskilt;2022K1;75
Brønderslev;67 år;Gift/separeret;2022K1;305
Brønderslev;67 år;Ugift;2022K1;57
Brønderslev;68 år;Fraskilt;2022K1;49
Brønderslev;68 år;Gift/separeret;2022K1;295
Brønderslev;68 år;Ugift;2022K1;48
Brønderslev;69 år;Fraskilt;2022K1;49
Brønderslev;69 år;Gift/separeret;2022K1;266
Brønderslev;69 år;Ugift;2022K1;48
Brønderslev;70 år;Fraskilt;2022K1;55
Brønderslev;70 år;Gift/separeret;2022K1;256
Brønderslev;70 år;Ugift;2022K1;37
Brønderslev;71 år;Fraskilt;2022K1;49
Brønderslev;71 år;Gift/separeret;2022K1;286
Brønderslev;71 år;Ugift;2022K1;30
Brønderslev;72 år;Fraskilt;2022K1;47
Brønderslev;72 år;Gift/separeret;2022K1;272
Brønderslev;72 år;Ugift;2022K1;28
Brønderslev;73 år;Fraskilt;2022K1;40
Brønderslev;73 år;Gift/separeret;2022K1;311
Brønderslev;73 år;Ugift;2022K1;23
Brønderslev;74 år;Fraskilt;2022K1;49
Brønderslev;74 år;Gift/separeret;2022K1;292
Brønderslev;74 år;Ugift;2022K1;28
Brønderslev;75 år;Fraskilt;2022K1;47
Brønderslev;75 år;Gift/separeret;2022K1;287
Brønderslev;75 år;Ugift;2022K1;26
Brønderslev;76 år;Fraskilt;2022K1;35
Brønderslev;76 år;Gift/separeret;2022K1;253
Brønderslev;76 år;Ugift;2022K1;19
Brønderslev;77 år;Fraskilt;2022K1;43
Brønderslev;77 år;Gift/separeret;2022K1;213
Brønderslev;77 år;Ugift;2022K1;18
Brønderslev;78 år;Fraskilt;2022K1;36
Brønderslev;78 år;Gift/separeret;2022K1;211
Brønderslev;78 år;Ugift;2022K1;15
Brønderslev;79 år;Fraskilt;2022K1;31
Brønderslev;79 år;Gift/separeret;2022K1;168
Brønderslev;79 år;Ugift;2022K1;18
Brønderslev;80 år;Fraskilt;2022K1;25
Brønderslev;80 år;Gift/separeret;2022K1;161
Brønderslev;80 år;Ugift;2022K1;12
Brønderslev;81 år;Fraskilt;2022K1;17
Brønderslev;81 år;Gift/separeret;2022K1;126
Brønderslev;81 år;Ugift;2022K1;11
Brønderslev;82 år;Fraskilt;2022K1;20
Brønderslev;82 år;Gift/separeret;2022K1;124
Brønderslev;82 år;Ugift;2022K1;8
Brønderslev;83 år;Fraskilt;2022K1;10
Brønderslev;83 år;Gift/separeret;2022K1;103
Brønderslev;83 år;Ugift;2022K1;5
Brønderslev;84 år;Fraskilt;2022K1;13
Brønderslev;84 år;Gift/separeret;2022K1;75
Brønderslev;84 år;Ugift;2022K1;5
Brønderslev;85 år;Fraskilt;2022K1;12
Brønderslev;85 år;Gift/separeret;2022K1;82
Brønderslev;85 år;Ugift;2022K1;13
Brønderslev;86 år;Fraskilt;2022K1;6
Brønderslev;86 år;Gift/separeret;2022K1;50
Brønderslev;86 år;Ugift;2022K1;6
Brønderslev;87 år;Fraskilt;2022K1;10
Brønderslev;87 år;Gift/separeret;2022K1;47
Brønderslev;87 år;Ugift;2022K1;9
Brønderslev;88 år;Fraskilt;2022K1;3
Brønderslev;88 år;Gift/separeret;2022K1;36
Brønderslev;88 år;Ugift;2022K1;3
Brønderslev;89 år;Fraskilt;2022K1;8
Brønderslev;89 år;Gift/separeret;2022K1;26
Brønderslev;89 år;Ugift;2022K1;5
Brønderslev;90 år;Fraskilt;2022K1;5
Brønderslev;90 år;Gift/separeret;2022K1;17
Brønderslev;90 år;Ugift;2022K1;4
Brønderslev;91 år;Fraskilt;2022K1;1
Brønderslev;91 år;Gift/separeret;2022K1;14
Brønderslev;91 år;Ugift;2022K1;1
Brønderslev;92 år;Fraskilt;2022K1;0
Brønderslev;92 år;Gift/separeret;2022K1;14
Brønderslev;92 år;Ugift;2022K1;0
Brønderslev;93 år;Fraskilt;2022K1;0
Brønderslev;93 år;Gift/separeret;2022K1;1
Brønderslev;93 år;Ugift;2022K1;0
Brønderslev;94 år;Fraskilt;2022K1;1
Brønderslev;94 år;Gift/separeret;2022K1;3
Brønderslev;94 år;Ugift;2022K1;1
Brønderslev;95 år;Fraskilt;2022K1;0
Brønderslev;95 år;Gift/separeret;2022K1;3
Brønderslev;95 år;Ugift;2022K1;1
Brønderslev;96 år;Fraskilt;2022K1;1
Brønderslev;96 år;Gift/separeret;2022K1;2
Brønderslev;96 år;Ugift;2022K1;0
Brønderslev;97 år;Fraskilt;2022K1;0
Brønderslev;97 år;Gift/separeret;2022K1;0
Brønderslev;97 år;Ugift;2022K1;2
Brønderslev;98 år;Fraskilt;2022K1;1
Brønderslev;98 år;Gift/separeret;2022K1;0
Brønderslev;98 år;Ugift;2022K1;0
Brønderslev;99 år;Fraskilt;2022K1;1
Brønderslev;99 år;Gift/separeret;2022K1;0
Brønderslev;99 år;Ugift;2022K1;0
Brønderslev;100 år;Fraskilt;2022K1;0
Brønderslev;100 år;Gift/separeret;2022K1;0
Brønderslev;100 år;Ugift;2022K1;0
Brønderslev;101 år;Fraskilt;2022K1;0
Brønderslev;101 år;Gift/separeret;2022K1;0
Brønderslev;101 år;Ugift;2022K1;0
Brønderslev;102 år;Fraskilt;2022K1;0
Brønderslev;102 år;Gift/separeret;2022K1;0
Brønderslev;102 år;Ugift;2022K1;0
Brønderslev;103 år;Fraskilt;2022K1;0
Brønderslev;103 år;Gift/separeret;2022K1;0
Brønderslev;103 år;Ugift;2022K1;0
Brønderslev;104 år;Fraskilt;2022K1;0
Brønderslev;104 år;Gift/separeret;2022K1;0
Brønderslev;104 år;Ugift;2022K1;0
Brønderslev;105 år;Fraskilt;2022K1;0
Brønderslev;105 år;Gift/separeret;2022K1;0
Brønderslev;105 år;Ugift;2022K1;0
Brønderslev;106 år;Fraskilt;2022K1;0
Brønderslev;106 år;Gift/separeret;2022K1;0
Brønderslev;106 år;Ugift;2022K1;0
Brønderslev;107 år;Fraskilt;2022K1;0
Brønderslev;107 år;Gift/separeret;2022K1;0
Brønderslev;107 år;Ugift;2022K1;0
Brønderslev;108 år;Fraskilt;2022K1;0
Brønderslev;108 år;Gift/separeret;2022K1;0
Brønderslev;108 år;Ugift;2022K1;0
Brønderslev;109 år;Fraskilt;2022K1;0
Brønderslev;109 år;Gift/separeret;2022K1;0
Brønderslev;109 år;Ugift;2022K1;0
Brønderslev;110 år;Fraskilt;2022K1;0
Brønderslev;110 år;Gift/separeret;2022K1;0
Brønderslev;110 år;Ugift;2022K1;0
Brønderslev;111 år;Fraskilt;2022K1;0
Brønderslev;111 år;Gift/separeret;2022K1;0
Brønderslev;111 år;Ugift;2022K1;0
Brønderslev;112 år;Fraskilt;2022K1;0
Brønderslev;112 år;Gift/separeret;2022K1;0
Brønderslev;112 år;Ugift;2022K1;0
Brønderslev;113 år;Fraskilt;2022K1;0
Brønderslev;113 år;Gift/separeret;2022K1;0
Brønderslev;113 år;Ugift;2022K1;0
Brønderslev;114 år;Fraskilt;2022K1;0
Brønderslev;114 år;Gift/separeret;2022K1;0
Brønderslev;114 år;Ugift;2022K1;0
Brønderslev;115 år;Fraskilt;2022K1;0
Brønderslev;115 år;Gift/separeret;2022K1;0
Brønderslev;115 år;Ugift;2022K1;0
Brønderslev;116 år;Fraskilt;2022K1;0
Brønderslev;116 år;Gift/separeret;2022K1;0
Brønderslev;116 år;Ugift;2022K1;0
Brønderslev;117 år;Fraskilt;2022K1;0
Brønderslev;117 år;Gift/separeret;2022K1;0
Brønderslev;117 år;Ugift;2022K1;0
Brønderslev;118 år;Fraskilt;2022K1;0
Brønderslev;118 år;Gift/separeret;2022K1;0
Brønderslev;118 år;Ugift;2022K1;0
Brønderslev;119 år;Fraskilt;2022K1;0
Brønderslev;119 år;Gift/separeret;2022K1;0
Brønderslev;119 år;Ugift;2022K1;0
Brønderslev;120 år;Fraskilt;2022K1;0
Brønderslev;120 år;Gift/separeret;2022K1;0
Brønderslev;120 år;Ugift;2022K1;0
Brønderslev;121 år;Fraskilt;2022K1;0
Brønderslev;121 år;Gift/separeret;2022K1;0
Brønderslev;121 år;Ugift;2022K1;0
Brønderslev;122 år;Fraskilt;2022K1;0
Brønderslev;122 år;Gift/separeret;2022K1;0
Brønderslev;122 år;Ugift;2022K1;0
Brønderslev;123 år;Fraskilt;2022K1;0
Brønderslev;123 år;Gift/separeret;2022K1;0
Brønderslev;123 år;Ugift;2022K1;0
Brønderslev;124 år;Fraskilt;2022K1;0
Brønderslev;124 år;Gift/separeret;2022K1;0
Brønderslev;124 år;Ugift;2022K1;0
Brønderslev;125 år;Fraskilt;2022K1;0
Brønderslev;125 år;Gift/separeret;2022K1;0
Brønderslev;125 år;Ugift;2022K1;0
Frederikshavn;I alt;Fraskilt;2022K1;6067
Frederikshavn;I alt;Gift/separeret;2022K1;24227
Frederikshavn;I alt;Ugift;2022K1;24456
Frederikshavn;0 år;Fraskilt;2022K1;0
Frederikshavn;0 år;Gift/separeret;2022K1;0
Frederikshavn;0 år;Ugift;2022K1;486
Frederikshavn;1 år;Fraskilt;2022K1;0
Frederikshavn;1 år;Gift/separeret;2022K1;0
Frederikshavn;1 år;Ugift;2022K1;482
Frederikshavn;2 år;Fraskilt;2022K1;0
Frederikshavn;2 år;Gift/separeret;2022K1;0
Frederikshavn;2 år;Ugift;2022K1;490
Frederikshavn;3 år;Fraskilt;2022K1;0
Frederikshavn;3 år;Gift/separeret;2022K1;0
Frederikshavn;3 år;Ugift;2022K1;510
Frederikshavn;4 år;Fraskilt;2022K1;0
Frederikshavn;4 år;Gift/separeret;2022K1;0
Frederikshavn;4 år;Ugift;2022K1;544
Frederikshavn;5 år;Fraskilt;2022K1;0
Frederikshavn;5 år;Gift/separeret;2022K1;0
Frederikshavn;5 år;Ugift;2022K1;547
Frederikshavn;6 år;Fraskilt;2022K1;0
Frederikshavn;6 år;Gift/separeret;2022K1;0
Frederikshavn;6 år;Ugift;2022K1;522
Frederikshavn;7 år;Fraskilt;2022K1;0
Frederikshavn;7 år;Gift/separeret;2022K1;0
Frederikshavn;7 år;Ugift;2022K1;532
Frederikshavn;8 år;Fraskilt;2022K1;0
Frederikshavn;8 år;Gift/separeret;2022K1;0
Frederikshavn;8 år;Ugift;2022K1;508
Frederikshavn;9 år;Fraskilt;2022K1;0
Frederikshavn;9 år;Gift/separeret;2022K1;0
Frederikshavn;9 år;Ugift;2022K1;529
Frederikshavn;10 år;Fraskilt;2022K1;0
Frederikshavn;10 år;Gift/separeret;2022K1;0
Frederikshavn;10 år;Ugift;2022K1;549
Frederikshavn;11 år;Fraskilt;2022K1;0
Frederikshavn;11 år;Gift/separeret;2022K1;0
Frederikshavn;11 år;Ugift;2022K1;589
Frederikshavn;12 år;Fraskilt;2022K1;0
Frederikshavn;12 år;Gift/separeret;2022K1;0
Frederikshavn;12 år;Ugift;2022K1;624
Frederikshavn;13 år;Fraskilt;2022K1;0
Frederikshavn;13 år;Gift/separeret;2022K1;0
Frederikshavn;13 år;Ugift;2022K1;630
Frederikshavn;14 år;Fraskilt;2022K1;0
Frederikshavn;14 år;Gift/separeret;2022K1;0
Frederikshavn;14 år;Ugift;2022K1;650
Frederikshavn;15 år;Fraskilt;2022K1;0
Frederikshavn;15 år;Gift/separeret;2022K1;0
Frederikshavn;15 år;Ugift;2022K1;671
Frederikshavn;16 år;Fraskilt;2022K1;0
Frederikshavn;16 år;Gift/separeret;2022K1;0
Frederikshavn;16 år;Ugift;2022K1;655
Frederikshavn;17 år;Fraskilt;2022K1;0
Frederikshavn;17 år;Gift/separeret;2022K1;0
Frederikshavn;17 år;Ugift;2022K1;637
Frederikshavn;18 år;Fraskilt;2022K1;0
Frederikshavn;18 år;Gift/separeret;2022K1;1
Frederikshavn;18 år;Ugift;2022K1;661
Frederikshavn;19 år;Fraskilt;2022K1;0
Frederikshavn;19 år;Gift/separeret;2022K1;1
Frederikshavn;19 år;Ugift;2022K1;613
Frederikshavn;20 år;Fraskilt;2022K1;0
Frederikshavn;20 år;Gift/separeret;2022K1;1
Frederikshavn;20 år;Ugift;2022K1;551
Frederikshavn;21 år;Fraskilt;2022K1;1
Frederikshavn;21 år;Gift/separeret;2022K1;5
Frederikshavn;21 år;Ugift;2022K1;470
Frederikshavn;22 år;Fraskilt;2022K1;1
Frederikshavn;22 år;Gift/separeret;2022K1;7
Frederikshavn;22 år;Ugift;2022K1;391
Frederikshavn;23 år;Fraskilt;2022K1;2
Frederikshavn;23 år;Gift/separeret;2022K1;8
Frederikshavn;23 år;Ugift;2022K1;371
Frederikshavn;24 år;Fraskilt;2022K1;3
Frederikshavn;24 år;Gift/separeret;2022K1;18
Frederikshavn;24 år;Ugift;2022K1;383
Frederikshavn;25 år;Fraskilt;2022K1;5
Frederikshavn;25 år;Gift/separeret;2022K1;50
Frederikshavn;25 år;Ugift;2022K1;397
Frederikshavn;26 år;Fraskilt;2022K1;6
Frederikshavn;26 år;Gift/separeret;2022K1;58
Frederikshavn;26 år;Ugift;2022K1;459
Frederikshavn;27 år;Fraskilt;2022K1;10
Frederikshavn;27 år;Gift/separeret;2022K1;83
Frederikshavn;27 år;Ugift;2022K1;445
Frederikshavn;28 år;Fraskilt;2022K1;5
Frederikshavn;28 år;Gift/separeret;2022K1;114
Frederikshavn;28 år;Ugift;2022K1;398
Frederikshavn;29 år;Fraskilt;2022K1;21
Frederikshavn;29 år;Gift/separeret;2022K1;137
Frederikshavn;29 år;Ugift;2022K1;399
Frederikshavn;30 år;Fraskilt;2022K1;22
Frederikshavn;30 år;Gift/separeret;2022K1;152
Frederikshavn;30 år;Ugift;2022K1;388
Frederikshavn;31 år;Fraskilt;2022K1;23
Frederikshavn;31 år;Gift/separeret;2022K1;194
Frederikshavn;31 år;Ugift;2022K1;395
Frederikshavn;32 år;Fraskilt;2022K1;31
Frederikshavn;32 år;Gift/separeret;2022K1;217
Frederikshavn;32 år;Ugift;2022K1;325
Frederikshavn;33 år;Fraskilt;2022K1;36
Frederikshavn;33 år;Gift/separeret;2022K1;244
Frederikshavn;33 år;Ugift;2022K1;319
Frederikshavn;34 år;Fraskilt;2022K1;43
Frederikshavn;34 år;Gift/separeret;2022K1;250
Frederikshavn;34 år;Ugift;2022K1;311
Frederikshavn;35 år;Fraskilt;2022K1;44
Frederikshavn;35 år;Gift/separeret;2022K1;230
Frederikshavn;35 år;Ugift;2022K1;273
Frederikshavn;36 år;Fraskilt;2022K1;43
Frederikshavn;36 år;Gift/separeret;2022K1;271
Frederikshavn;36 år;Ugift;2022K1;268
Frederikshavn;37 år;Fraskilt;2022K1;51
Frederikshavn;37 år;Gift/separeret;2022K1;282
Frederikshavn;37 år;Ugift;2022K1;247
Frederikshavn;38 år;Fraskilt;2022K1;57
Frederikshavn;38 år;Gift/separeret;2022K1;269
Frederikshavn;38 år;Ugift;2022K1;259
Frederikshavn;39 år;Fraskilt;2022K1;74
Frederikshavn;39 år;Gift/separeret;2022K1;305
Frederikshavn;39 år;Ugift;2022K1;245
Frederikshavn;40 år;Fraskilt;2022K1;68
Frederikshavn;40 år;Gift/separeret;2022K1;274
Frederikshavn;40 år;Ugift;2022K1;213
Frederikshavn;41 år;Fraskilt;2022K1;84
Frederikshavn;41 år;Gift/separeret;2022K1;290
Frederikshavn;41 år;Ugift;2022K1;229
Frederikshavn;42 år;Fraskilt;2022K1;83
Frederikshavn;42 år;Gift/separeret;2022K1;311
Frederikshavn;42 år;Ugift;2022K1;215
Frederikshavn;43 år;Fraskilt;2022K1;98
Frederikshavn;43 år;Gift/separeret;2022K1;385
Frederikshavn;43 år;Ugift;2022K1;198
Frederikshavn;44 år;Fraskilt;2022K1;117
Frederikshavn;44 år;Gift/separeret;2022K1;359
Frederikshavn;44 år;Ugift;2022K1;188
Frederikshavn;45 år;Fraskilt;2022K1;109
Frederikshavn;45 år;Gift/separeret;2022K1;378
Frederikshavn;45 år;Ugift;2022K1;195
Frederikshavn;46 år;Fraskilt;2022K1;121
Frederikshavn;46 år;Gift/separeret;2022K1;375
Frederikshavn;46 år;Ugift;2022K1;228
Frederikshavn;47 år;Fraskilt;2022K1;134
Frederikshavn;47 år;Gift/separeret;2022K1;414
Frederikshavn;47 år;Ugift;2022K1;237
Frederikshavn;48 år;Fraskilt;2022K1;141
Frederikshavn;48 år;Gift/separeret;2022K1;396
Frederikshavn;48 år;Ugift;2022K1;171
Frederikshavn;49 år;Fraskilt;2022K1;141
Frederikshavn;49 år;Gift/separeret;2022K1;441
Frederikshavn;49 år;Ugift;2022K1;216
Frederikshavn;50 år;Fraskilt;2022K1;158
Frederikshavn;50 år;Gift/separeret;2022K1;405
Frederikshavn;50 år;Ugift;2022K1;213
Frederikshavn;51 år;Fraskilt;2022K1;152
Frederikshavn;51 år;Gift/separeret;2022K1;422
Frederikshavn;51 år;Ugift;2022K1;153
Frederikshavn;52 år;Fraskilt;2022K1;163
Frederikshavn;52 år;Gift/separeret;2022K1;438
Frederikshavn;52 år;Ugift;2022K1;189
Frederikshavn;53 år;Fraskilt;2022K1;165
Frederikshavn;53 år;Gift/separeret;2022K1;481
Frederikshavn;53 år;Ugift;2022K1;196
Frederikshavn;54 år;Fraskilt;2022K1;176
Frederikshavn;54 år;Gift/separeret;2022K1;535
Frederikshavn;54 år;Ugift;2022K1;210
Frederikshavn;55 år;Fraskilt;2022K1;209
Frederikshavn;55 år;Gift/separeret;2022K1;607
Frederikshavn;55 år;Ugift;2022K1;228
Frederikshavn;56 år;Fraskilt;2022K1;181
Frederikshavn;56 år;Gift/separeret;2022K1;587
Frederikshavn;56 år;Ugift;2022K1;214
Frederikshavn;57 år;Fraskilt;2022K1;182
Frederikshavn;57 år;Gift/separeret;2022K1;562
Frederikshavn;57 år;Ugift;2022K1;183
Frederikshavn;58 år;Fraskilt;2022K1;206
Frederikshavn;58 år;Gift/separeret;2022K1;573
Frederikshavn;58 år;Ugift;2022K1;183
Frederikshavn;59 år;Fraskilt;2022K1;182
Frederikshavn;59 år;Gift/separeret;2022K1;509
Frederikshavn;59 år;Ugift;2022K1;152
Frederikshavn;60 år;Fraskilt;2022K1;156
Frederikshavn;60 år;Gift/separeret;2022K1;619
Frederikshavn;60 år;Ugift;2022K1;159
Frederikshavn;61 år;Fraskilt;2022K1;177
Frederikshavn;61 år;Gift/separeret;2022K1;594
Frederikshavn;61 år;Ugift;2022K1;164
Frederikshavn;62 år;Fraskilt;2022K1;154
Frederikshavn;62 år;Gift/separeret;2022K1;606
Frederikshavn;62 år;Ugift;2022K1;125
Frederikshavn;63 år;Fraskilt;2022K1;123
Frederikshavn;63 år;Gift/separeret;2022K1;554
Frederikshavn;63 år;Ugift;2022K1;137
Frederikshavn;64 år;Fraskilt;2022K1;136
Frederikshavn;64 år;Gift/separeret;2022K1;558
Frederikshavn;64 år;Ugift;2022K1;128
Frederikshavn;65 år;Fraskilt;2022K1;137
Frederikshavn;65 år;Gift/separeret;2022K1;565
Frederikshavn;65 år;Ugift;2022K1;117
Frederikshavn;66 år;Fraskilt;2022K1;128
Frederikshavn;66 år;Gift/separeret;2022K1;570
Frederikshavn;66 år;Ugift;2022K1;125
Frederikshavn;67 år;Fraskilt;2022K1;120
Frederikshavn;67 år;Gift/separeret;2022K1;585
Frederikshavn;67 år;Ugift;2022K1;111
Frederikshavn;68 år;Fraskilt;2022K1;148
Frederikshavn;68 år;Gift/separeret;2022K1;584
Frederikshavn;68 år;Ugift;2022K1;65
Frederikshavn;69 år;Fraskilt;2022K1;113
Frederikshavn;69 år;Gift/separeret;2022K1;539
Frederikshavn;69 år;Ugift;2022K1;66
Frederikshavn;70 år;Fraskilt;2022K1;92
Frederikshavn;70 år;Gift/separeret;2022K1;525
Frederikshavn;70 år;Ugift;2022K1;41
Frederikshavn;71 år;Fraskilt;2022K1;123
Frederikshavn;71 år;Gift/separeret;2022K1;537
Frederikshavn;71 år;Ugift;2022K1;54
Frederikshavn;72 år;Fraskilt;2022K1;110
Frederikshavn;72 år;Gift/separeret;2022K1;562
Frederikshavn;72 år;Ugift;2022K1;56
Frederikshavn;73 år;Fraskilt;2022K1;115
Frederikshavn;73 år;Gift/separeret;2022K1;510
Frederikshavn;73 år;Ugift;2022K1;42
Frederikshavn;74 år;Fraskilt;2022K1;110
Frederikshavn;74 år;Gift/separeret;2022K1;584
Frederikshavn;74 år;Ugift;2022K1;39
Frederikshavn;75 år;Fraskilt;2022K1;119
Frederikshavn;75 år;Gift/separeret;2022K1;559
Frederikshavn;75 år;Ugift;2022K1;42
Frederikshavn;76 år;Fraskilt;2022K1;106
Frederikshavn;76 år;Gift/separeret;2022K1;524
Frederikshavn;76 år;Ugift;2022K1;39
Frederikshavn;77 år;Fraskilt;2022K1;94
Frederikshavn;77 år;Gift/separeret;2022K1;497
Frederikshavn;77 år;Ugift;2022K1;38
Frederikshavn;78 år;Fraskilt;2022K1;83
Frederikshavn;78 år;Gift/separeret;2022K1;432
Frederikshavn;78 år;Ugift;2022K1;32
Frederikshavn;79 år;Fraskilt;2022K1;60
Frederikshavn;79 år;Gift/separeret;2022K1;370
Frederikshavn;79 år;Ugift;2022K1;25
Frederikshavn;80 år;Fraskilt;2022K1;38
Frederikshavn;80 år;Gift/separeret;2022K1;332
Frederikshavn;80 år;Ugift;2022K1;16
Frederikshavn;81 år;Fraskilt;2022K1;43
Frederikshavn;81 år;Gift/separeret;2022K1;228
Frederikshavn;81 år;Ugift;2022K1;12
Frederikshavn;82 år;Fraskilt;2022K1;30
Frederikshavn;82 år;Gift/separeret;2022K1;225
Frederikshavn;82 år;Ugift;2022K1;10
Frederikshavn;83 år;Fraskilt;2022K1;32
Frederikshavn;83 år;Gift/separeret;2022K1;214
Frederikshavn;83 år;Ugift;2022K1;10
Frederikshavn;84 år;Fraskilt;2022K1;31
Frederikshavn;84 år;Gift/separeret;2022K1;163
Frederikshavn;84 år;Ugift;2022K1;14
Frederikshavn;85 år;Fraskilt;2022K1;30
Frederikshavn;85 år;Gift/separeret;2022K1;135
Frederikshavn;85 år;Ugift;2022K1;9
Frederikshavn;86 år;Fraskilt;2022K1;26
Frederikshavn;86 år;Gift/separeret;2022K1;109
Frederikshavn;86 år;Ugift;2022K1;11
Frederikshavn;87 år;Fraskilt;2022K1;12
Frederikshavn;87 år;Gift/separeret;2022K1;87
Frederikshavn;87 år;Ugift;2022K1;4
Frederikshavn;88 år;Fraskilt;2022K1;12
Frederikshavn;88 år;Gift/separeret;2022K1;66
Frederikshavn;88 år;Ugift;2022K1;8
Frederikshavn;89 år;Fraskilt;2022K1;13
Frederikshavn;89 år;Gift/separeret;2022K1;45
Frederikshavn;89 år;Ugift;2022K1;6
Frederikshavn;90 år;Fraskilt;2022K1;20
Frederikshavn;90 år;Gift/separeret;2022K1;34
Frederikshavn;90 år;Ugift;2022K1;3
Frederikshavn;91 år;Fraskilt;2022K1;9
Frederikshavn;91 år;Gift/separeret;2022K1;25
Frederikshavn;91 år;Ugift;2022K1;2
Frederikshavn;92 år;Fraskilt;2022K1;7
Frederikshavn;92 år;Gift/separeret;2022K1;12
Frederikshavn;92 år;Ugift;2022K1;0
Frederikshavn;93 år;Fraskilt;2022K1;3
Frederikshavn;93 år;Gift/separeret;2022K1;19
Frederikshavn;93 år;Ugift;2022K1;3
Frederikshavn;94 år;Fraskilt;2022K1;5
Frederikshavn;94 år;Gift/separeret;2022K1;5
Frederikshavn;94 år;Ugift;2022K1;4
Frederikshavn;95 år;Fraskilt;2022K1;3
Frederikshavn;95 år;Gift/separeret;2022K1;9
Frederikshavn;95 år;Ugift;2022K1;0
Frederikshavn;96 år;Fraskilt;2022K1;1
Frederikshavn;96 år;Gift/separeret;2022K1;4
Frederikshavn;96 år;Ugift;2022K1;2
Frederikshavn;97 år;Fraskilt;2022K1;0
Frederikshavn;97 år;Gift/separeret;2022K1;2
Frederikshavn;97 år;Ugift;2022K1;1
Frederikshavn;98 år;Fraskilt;2022K1;0
Frederikshavn;98 år;Gift/separeret;2022K1;0
Frederikshavn;98 år;Ugift;2022K1;2
Frederikshavn;99 år;Fraskilt;2022K1;0
Frederikshavn;99 år;Gift/separeret;2022K1;0
Frederikshavn;99 år;Ugift;2022K1;0
Frederikshavn;100 år;Fraskilt;2022K1;0
Frederikshavn;100 år;Gift/separeret;2022K1;0
Frederikshavn;100 år;Ugift;2022K1;0
Frederikshavn;101 år;Fraskilt;2022K1;0
Frederikshavn;101 år;Gift/separeret;2022K1;0
Frederikshavn;101 år;Ugift;2022K1;0
Frederikshavn;102 år;Fraskilt;2022K1;0
Frederikshavn;102 år;Gift/separeret;2022K1;0
Frederikshavn;102 år;Ugift;2022K1;0
Frederikshavn;103 år;Fraskilt;2022K1;0
Frederikshavn;103 år;Gift/separeret;2022K1;0
Frederikshavn;103 år;Ugift;2022K1;0
Frederikshavn;104 år;Fraskilt;2022K1;0
Frederikshavn;104 år;Gift/separeret;2022K1;0
Frederikshavn;104 år;Ugift;2022K1;0
Frederikshavn;105 år;Fraskilt;2022K1;0
Frederikshavn;105 år;Gift/separeret;2022K1;0
Frederikshavn;105 år;Ugift;2022K1;0
Frederikshavn;106 år;Fraskilt;2022K1;0
Frederikshavn;106 år;Gift/separeret;2022K1;0
Frederikshavn;106 år;Ugift;2022K1;0
Frederikshavn;107 år;Fraskilt;2022K1;0
Frederikshavn;107 år;Gift/separeret;2022K1;0
Frederikshavn;107 år;Ugift;2022K1;0
Frederikshavn;108 år;Fraskilt;2022K1;0
Frederikshavn;108 år;Gift/separeret;2022K1;0
Frederikshavn;108 år;Ugift;2022K1;0
Frederikshavn;109 år;Fraskilt;2022K1;0
Frederikshavn;109 år;Gift/separeret;2022K1;0
Frederikshavn;109 år;Ugift;2022K1;0
Frederikshavn;110 år;Fraskilt;2022K1;0
Frederikshavn;110 år;Gift/separeret;2022K1;0
Frederikshavn;110 år;Ugift;2022K1;0
Frederikshavn;111 år;Fraskilt;2022K1;0
Frederikshavn;111 år;Gift/separeret;2022K1;0
Frederikshavn;111 år;Ugift;2022K1;0
Frederikshavn;112 år;Fraskilt;2022K1;0
Frederikshavn;112 år;Gift/separeret;2022K1;0
Frederikshavn;112 år;Ugift;2022K1;0
Frederikshavn;113 år;Fraskilt;2022K1;0
Frederikshavn;113 år;Gift/separeret;2022K1;0
Frederikshavn;113 år;Ugift;2022K1;0
Frederikshavn;114 år;Fraskilt;2022K1;0
Frederikshavn;114 år;Gift/separeret;2022K1;0
Frederikshavn;114 år;Ugift;2022K1;0
Frederikshavn;115 år;Fraskilt;2022K1;0
Frederikshavn;115 år;Gift/separeret;2022K1;0
Frederikshavn;115 år;Ugift;2022K1;0
Frederikshavn;116 år;Fraskilt;2022K1;0
Frederikshavn;116 år;Gift/separeret;2022K1;0
Frederikshavn;116 år;Ugift;2022K1;0
Frederikshavn;117 år;Fraskilt;2022K1;0
Frederikshavn;117 år;Gift/separeret;2022K1;0
Frederikshavn;117 år;Ugift;2022K1;0
Frederikshavn;118 år;Fraskilt;2022K1;0
Frederikshavn;118 år;Gift/separeret;2022K1;0
